date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
7/22,6770,永豐金證券,0039004100300030,2476,1468,1008,0.6,4,buy,2026-07-22
7/22,6770,富邦-南屯,9666,178,1047,-869,0.51,4,sell,2026-07-22
7/22,6770,兆豐-松德,0037003000300069,1030,33,997,0.59,5,buy,2026-07-22
7/22,6770,港商野村,1560,889,1506,-617,0.36,5,sell,2026-07-22
7/22,6770,兆豐-民生,0037003000300063,849,26,823,0.49,6,buy,2026-07-22
7/22,6770,摩根大通,8440,1464,2000,-536,0.32,6,sell,2026-07-22
7/22,6770,永豐金-潮州,0039004100390071,779,88,691,0.41,7,buy,2026-07-22
7/22,6770,富邦-仁愛,9676,265,725,-460,0.27,7,sell,2026-07-22
7/22,6770,美好-富順,003500320036004b,690,115,575,0.34,8,buy,2026-07-22
7/22,6770,國泰-松江,8883,313,683,-370,0.22,8,sell,2026-07-22
7/22,6770,元大證券,9800,17220,16753,467,0.28,9,buy,2026-07-22
7/22,6770,元大-忠孝,9871,252,562,-310,0.18,9,sell,2026-07-22
7/22,6770,兆豐-岡山,0037003000300073,414,48,366,0.22,10,buy,2026-07-22
7/22,6770,美林,1440,3514,3821,-307,0.18,10,sell,2026-07-22
7/22,6770,台灣摩根士丹利,1470,7169,6831,338,0.2,11,buy,2026-07-22
7/22,6770,富邦-建國,9658,562,812,-250,0.15,11,sell,2026-07-22
7/22,6770,台新,0039004200300030,1492,1189,303,0.18,12,buy,2026-07-22
7/22,6770,國票-安和,003700370039005a,858,1041,-183,0.11,12,sell,2026-07-22
7/22,6770,永豐金-大園,0039004100390038,460,179,281,0.17,13,buy,2026-07-22
7/22,6770,玉山-桃園,0038003800340046,132,303,-171,0.1,13,sell,2026-07-22
7/22,6770,第一金-中壢,0035003300380059,355,74,281,0.17,14,buy,2026-07-22
7/22,6770,兆豐-台中,7003,131,294,-163,0.1,14,sell,2026-07-22
7/22,6770,凱基,9200,333,54,279,0.16,15,buy,2026-07-22
7/22,6770,元大-台南,9896,138,295,-157,0.09,15,sell,2026-07-22
7/22,2344,元大證券,9800,15422,6909,8513,8.81,1,buy,2026-07-22
7/22,2344,台灣摩根士丹利,1470,1704,4266,-2562,2.65,1,sell,2026-07-22
7/22,2344,富邦證券,9600,9455,3215,6240,6.46,2,buy,2026-07-22
7/22,2344,元大-土城永寧,9875,18,2039,-2021,2.09,2,sell,2026-07-22
7/22,2344,凱基-城中,9227,4834,37,4797,4.96,3,buy,2026-07-22
7/22,2344,摩根大通,8440,422,2241,-1819,1.88,3,sell,2026-07-22
7/22,2344,國票-敦北法人,0037003700390063,3724,76,3648,3.77,4,buy,2026-07-22
7/22,2344,國泰-敦南,8888,1519,2764,-1245,1.29,4,sell,2026-07-22
7/22,2344,國票-安和,003700370039005a,3456,199,3257,3.37,5,buy,2026-07-22
7/22,2344,中國信託,6160,349,1482,-1133,1.17,5,sell,2026-07-22
7/22,2344,統一-城中,5854,2589,62,2527,2.61,6,buy,2026-07-22
7/22,2344,台新,0039004200300030,334,1263,-929,0.96,6,sell,2026-07-22
7/22,2344,統一,5850,5271,3042,2229,2.31,7,buy,2026-07-22
7/22,2344,凱基-台北,9268,4221,5034,-813,0.84,7,sell,2026-07-22
7/22,2344,群益金鼎,9100,2205,198,2007,2.08,8,buy,2026-07-22
7/22,2344,華南永昌,9300,351,855,-504,0.52,8,sell,2026-07-22
7/22,2344,新加坡商瑞銀,1650,2534,1368,1166,1.21,9,buy,2026-07-22
7/22,2344,新光,8560,475,902,-427,0.44,9,sell,2026-07-22
7/22,2344,美林,1440,1300,359,941,0.97,10,buy,2026-07-22
7/22,2344,美商高盛,1480,1536,1956,-420,0.43,10,sell,2026-07-22
7/22,2344,凱基-桃園,9208,1032,181,851,0.88,11,buy,2026-07-22
7/22,2344,國泰-松江,8883,35,425,-390,0.4,11,sell,2026-07-22
7/22,2344,元大-大安,003900380033004e,829,91,738,0.76,12,buy,2026-07-22
7/22,2344,國泰-台中,8882,330,646,-316,0.33,12,sell,2026-07-22
7/22,2344,兆豐-民生,0037003000300063,602,37,565,0.58,13,buy,2026-07-22
7/22,2344,國泰-板橋,003800380038004b,288,531,-243,0.25,13,sell,2026-07-22
7/22,2344,元大-館前,003900380034004b,1716,1231,485,0.5,14,buy,2026-07-22
7/22,2344,元大-內湖民權,9867,64,286,-222,0.23,14,sell,2026-07-22
7/22,2344,兆豐-嘉義,7001,484,17,467,0.48,15,buy,2026-07-22
7/22,2344,凱基-台中,9204,15,229,-214,0.22,15,sell,2026-07-22
7/22,2337,台灣摩根士丹利,1470,2348,331,2017,3.68,1,buy,2026-07-22
7/22,2337,兆豐-中壢,0037003000300062,2,3432,-3430,6.25,1,sell,2026-07-22
7/22,2337,凱基-台北,9268,2781,787,1994,3.63,2,buy,2026-07-22
7/22,2337,國泰-敦南,8888,489,1258,-769,1.4,2,sell,2026-07-22
7/22,2337,摩根大通,8440,2019,342,1677,3.06,3,buy,2026-07-22
7/22,2337,中國信託,6160,89,583,-494,0.9,3,sell,2026-07-22
7/22,2337,美林,1440,1910,291,1619,2.95,4,buy,2026-07-22
7/22,2337,富邦-永和,9654,6,449,-443,0.81,4,sell,2026-07-22
7/22,2337,凱基-城中,9227,3789,2187,1602,2.92,5,buy,2026-07-22
7/22,2337,台新-台中,0039004200310068,36,417,-381,0.69,5,sell,2026-07-22
7/22,2337,港商野村,1560,1565,0,1565,2.85,6,buy,2026-07-22
7/22,2337,元大-北屯,0039003800390064,2,256,-254,0.46,6,sell,2026-07-22
7/22,2337,美商高盛,1480,2099,895,1204,2.19,7,buy,2026-07-22
7/22,2337,新光,8560,122,358,-236,0.43,7,sell,2026-07-22
7/22,2337,元大-竹科,003900380030004b,3657,2465,1192,2.17,8,buy,2026-07-22
7/22,2337,台新,0039004200300030,63,255,-192,0.35,8,sell,2026-07-22
7/22,2337,元大-忠孝鼎富,0039003800320046,2092,1095,997,1.82,9,buy,2026-07-22
7/22,2337,康和,8450,6,184,-178,0.32,9,sell,2026-07-22
7/22,2337,凱基-高美館,9215,1002,7,995,1.81,10,buy,2026-07-22
7/22,2337,兆豐-民生,0037003000300063,11,174,-163,0.3,10,sell,2026-07-22
7/22,2337,新加坡商瑞銀,1650,1313,378,935,1.7,11,buy,2026-07-22
7/22,2337,凱基-站前,0039003200300046,420,568,-148,0.27,11,sell,2026-07-22
7/22,2337,富邦證券,9600,7063,6172,891,1.62,12,buy,2026-07-22
7/22,2337,台新-基隆,0039004200320053,1,144,-143,0.26,12,sell,2026-07-22
7/22,2337,群益金鼎-大安,0039003100380065,701,33,668,1.22,13,buy,2026-07-22
7/22,2337,元大-三民,0039003800390046,7,141,-134,0.24,13,sell,2026-07-22
7/22,2337,統一,5850,677,200,477,0.87,14,buy,2026-07-22
7/22,2337,元大-蘆洲,9857,55,188,-133,0.24,14,sell,2026-07-22
7/22,2337,台新-安南,003900420032005a,414,32,382,0.7,15,buy,2026-07-22
7/22,2337,國泰-忠孝,8887,21,143,-122,0.22,15,sell,2026-07-22
7/22,52,統一,5850,2501,58,2443,10.76,1,buy,2026-07-22
7/22,52,宏遠證券,1260,486,2001,-1515,6.68,1,sell,2026-07-22
7/22,52,凱基-台北,9268,3150,828,2322,10.23,2,buy,2026-07-22
7/22,52,中國信託,6160,260,1470,-1210,5.33,2,sell,2026-07-22
7/22,52,康和,8450,705,2,703,3.1,3,buy,2026-07-22
7/22,52,玉山證券,8840,36,1060,-1024,4.51,3,sell,2026-07-22
7/22,52,永豐金證券,0039004100300030,1011,396,615,2.71,4,buy,2026-07-22
7/22,52,兆豐證券,7000,0,501,-501,2.21,4,sell,2026-07-22
7/22,52,元大證券,9800,2440,1861,579,2.55,5,buy,2026-07-22
7/22,52,凱基,9200,561,1051,-490,2.16,5,sell,2026-07-22
7/22,52,新加坡商瑞銀,1650,1827,1262,565,2.49,6,buy,2026-07-22
7/22,52,國泰-敦南,8888,303,675,-372,1.64,6,sell,2026-07-22
7/22,52,凱基-鳳山,9274,394,0,394,1.74,7,buy,2026-07-22
7/22,52,華南永昌-中正,9359,1,361,-360,1.59,7,sell,2026-07-22
7/22,52,群益金鼎,9100,839,488,351,1.55,8,buy,2026-07-22
7/22,52,元大-新莊,9898,7,360,-353,1.56,8,sell,2026-07-22
7/22,52,兆豐-忠孝,0037003000300061,103,0,103,0.45,9,buy,2026-07-22
7/22,52,富邦證券,9600,611,876,-265,1.17,9,sell,2026-07-22
7/22,52,兆豐-南京,0037003000300050,94,1,93,0.41,10,buy,2026-07-22
7/22,52,富邦-樹林,0039003600320045,23,166,-143,0.63,10,sell,2026-07-22
7/22,52,第一金-高雄,5383,81,0,81,0.36,11,buy,2026-07-22
7/22,52,康和-內湖,0038003400350041,0,131,-131,0.58,11,sell,2026-07-22
7/22,52,永豐金-台中,003900410039004c,90,22,68,0.3,12,buy,2026-07-22
7/22,52,元大-三重,0039003800380043,1,95,-94,0.41,12,sell,2026-07-22
7/22,52,台新,0039004200300030,920,853,67,0.3,13,buy,2026-07-22
7/22,52,富邦-台北,9623,53,146,-93,0.41,13,sell,2026-07-22
7/22,52,富邦-宜蘭,9686,83,20,63,0.28,14,buy,2026-07-22
7/22,52,國泰-高雄,8881,56,138,-82,0.36,14,sell,2026-07-22
7/22,52,富邦-仁愛,9676,101,42,59,0.26,15,buy,2026-07-22
7/22,52,富邦-建國,9658,39,118,-79,0.35,15,sell,2026-07-22
7/22,9904,台灣摩根士丹利,1470,1688,391,1297,6.1,1,buy,2026-07-22
7/22,9904,永豐金-匯立,0039004100380031,0,3252,-3252,15.29,1,sell,2026-07-22
7/22,9904,元大-和平,9863,620,0,620,2.92,2,buy,2026-07-22
7/22,9904,永豐金證券,0039004100300030,198,3057,-2859,13.44,2,sell,2026-07-22
7/22,9904,花旗環球,1590,903,331,572,2.69,3,buy,2026-07-22
7/22,9904,摩根大通,8440,810,2752,-1942,9.13,3,sell,2026-07-22
7/22,9904,新加坡商瑞銀,1650,932,389,543,2.55,4,buy,2026-07-22
7/22,9904,第一金,5380,0,1530,-1530,7.19,4,sell,2026-07-22
7/22,9904,美林,1440,686,164,522,2.45,5,buy,2026-07-22
7/22,9904,福勝,6950,1,700,-699,3.29,5,sell,2026-07-22
7/22,9904,凱基-台北,9268,1939,1434,505,2.37,6,buy,2026-07-22
7/22,9904,華南永昌,9300,9,581,-572,2.69,6,sell,2026-07-22
7/22,9904,元大-雙和,9874,417,0,417,1.96,7,buy,2026-07-22
7/22,9904,元大證券,9800,107,640,-533,2.51,7,sell,2026-07-22
7/22,9904,新光,8560,380,26,354,1.66,8,buy,2026-07-22
7/22,9904,元大-博愛,0039003800320042,21,310,-289,1.36,8,sell,2026-07-22
7/22,9904,統一-台南,5855,300,0,300,1.41,9,buy,2026-07-22
7/22,9904,美商高盛,1480,1851,2057,-206,0.97,9,sell,2026-07-22
7/22,9904,群益金鼎-基隆,0039003100330045,250,5,245,1.15,10,buy,2026-07-22
7/22,9904,玉山-高雄,8843,8,210,-202,0.95,10,sell,2026-07-22
7/22,9904,永豐金-彰化,0039004100390073,215,0,215,1.01,11,buy,2026-07-22
7/22,9904,元大-土城永寧,9875,25,200,-175,0.82,11,sell,2026-07-22
7/22,9904,元大-北投,0039003800390041,214,2,212,1.0,12,buy,2026-07-22
7/22,9904,元大-彰化民生,003900380039004a,30,138,-108,0.51,12,sell,2026-07-22
7/22,9904,元大-豐原站前,0039003800390057,201,0,201,0.95,13,buy,2026-07-22
7/22,9904,永全-南崁,6451,2,90,-88,0.41,13,sell,2026-07-22
7/22,9904,兆豐-三民,0037003000300068,194,0,194,0.91,14,buy,2026-07-22
7/22,9904,富邦-敦南,9663,16,100,-84,0.39,14,sell,2026-07-22
7/22,9904,群益金鼎-北高雄,0039003100330052,181,5,176,0.83,15,buy,2026-07-22
7/22,9904,凱基,9200,0,49,-49,0.23,15,sell,2026-07-22
7/22,2353,美商高盛,1480,5221,985,4236,18.78,1,buy,2026-07-22
7/22,2353,華南永昌,9300,17,3764,-3747,16.61,1,sell,2026-07-22
7/22,2353,摩根大通,8440,3618,664,2954,13.1,2,buy,2026-07-22
7/22,2353,永豐金證券,0039004100300030,109,1732,-1623,7.2,2,sell,2026-07-22
7/22,2353,凱基-台北,9268,1549,1013,536,2.38,3,buy,2026-07-22
7/22,2353,中國信託,6160,5,1149,-1144,5.07,3,sell,2026-07-22
7/22,2353,美林,1440,690,210,480,2.13,4,buy,2026-07-22
7/22,2353,統一,5850,77,450,-373,1.65,4,sell,2026-07-22
7/22,2353,台新,0039004200300030,384,76,308,1.37,5,buy,2026-07-22
7/22,2353,富邦-陽明,9604,22,272,-250,1.11,5,sell,2026-07-22
7/22,2353,兆豐-台中,7003,301,7,294,1.3,6,buy,2026-07-22
7/22,2353,花旗環球,1590,100,336,-236,1.05,6,sell,2026-07-22
7/22,2353,國泰-桃園,8885,236,19,217,0.96,7,buy,2026-07-22
7/22,2353,國泰-館前,0038003800380041,52,272,-220,0.98,7,sell,2026-07-22
7/22,2353,新加坡商瑞銀,1650,388,180,208,0.92,8,buy,2026-07-22
7/22,2353,華南永昌-苗栗,9362,15,204,-189,0.84,8,sell,2026-07-22
7/22,2353,凱基-東港,9212,404,236,168,0.74,9,buy,2026-07-22
7/22,2353,富邦-員林,9672,1,118,-117,0.52,9,sell,2026-07-22
7/22,2353,富邦-二林,0039003600320042,137,6,131,0.58,10,buy,2026-07-22
7/22,2353,台新-松德,0039004200320061,5,103,-98,0.43,10,sell,2026-07-22
7/22,2353,兆豐-台南,7006,132,19,113,0.5,11,buy,2026-07-22
7/22,2353,富邦-嘉義,9692,11,104,-93,0.41,11,sell,2026-07-22
7/22,2353,統一-彰化,0035003800350046,108,7,101,0.45,12,buy,2026-07-22
7/22,2353,新光,8560,307,396,-89,0.39,12,sell,2026-07-22
7/22,2353,台新-嘉義,0039004200320049,106,10,96,0.43,13,buy,2026-07-22
7/22,2353,群益金鼎-士林,9137,5,89,-84,0.37,13,sell,2026-07-22
7/22,2353,永全-八德,6452,105,12,93,0.41,14,buy,2026-07-22
7/22,2353,國票證券,7790,12,94,-82,0.36,14,sell,2026-07-22
7/22,2353,元大-士林,003900380031006a,88,5,83,0.37,15,buy,2026-07-22
7/22,2353,元大-屏東民生,0039003800310068,8,87,-79,0.35,15,sell,2026-07-22
7/22,1301,台灣摩根士丹利,1470,5010,561,4449,7.24,1,buy,2026-07-22
7/22,1301,統一-城中,5854,6,1075,-1069,1.74,1,sell,2026-07-22
7/22,1301,凱基-台北,9268,4972,3477,1495,2.43,2,buy,2026-07-22
7/22,1301,台新-建北,0039004200310038,75,989,-914,1.49,2,sell,2026-07-22
7/22,1301,港商麥格理,1360,1216,0,1216,1.98,3,buy,2026-07-22
7/22,1301,元大-天母,0039003800310049,119,948,-829,1.35,3,sell,2026-07-22
7/22,1301,美商高盛,1480,3609,2471,1138,1.85,4,buy,2026-07-22
7/22,1301,元大證券,9800,5458,5949,-491,0.8,4,sell,2026-07-22
7/22,1301,港商野村,1560,1123,11,1112,1.81,5,buy,2026-07-22
7/22,1301,花旗環球,1590,16,360,-344,0.56,5,sell,2026-07-22
7/22,1301,新加坡商瑞銀,1650,2733,1928,805,1.31,6,buy,2026-07-22
7/22,1301,富邦-屏東,0039003600310059,12,316,-304,0.49,6,sell,2026-07-22
7/22,1301,元大-桃園,0039003800380042,563,110,453,0.74,7,buy,2026-07-22
7/22,1301,群益金鼎-永和,003900310038004a,32,334,-302,0.49,7,sell,2026-07-22
7/22,1301,群益金鼎-竹南,0039003100380069,426,18,408,0.66,8,buy,2026-07-22
7/22,1301,中國信託,6160,114,400,-286,0.47,8,sell,2026-07-22
7/22,1301,凱基,9200,573,212,361,0.59,9,buy,2026-07-22
7/22,1301,群益金鼎-東門,0039003100380044,22,265,-243,0.4,9,sell,2026-07-22
7/22,1301,元大-北投,0039003800390041,543,356,187,0.3,10,buy,2026-07-22
7/22,1301,兆豐證券,7000,27,264,-237,0.39,10,sell,2026-07-22
7/22,1301,摩根大通,8440,1730,1552,178,0.29,11,buy,2026-07-22
7/22,1301,凱基-林口,9257,40,252,-212,0.35,11,sell,2026-07-22
7/22,1301,富邦證券,9600,191,16,175,0.28,12,buy,2026-07-22
7/22,1301,富邦-南員林,0039003600310052,21,225,-204,0.33,12,sell,2026-07-22
7/22,1301,永豐金-匯立,0039004100380031,146,0,146,0.24,13,buy,2026-07-22
7/22,1301,國泰-敦南,8888,1053,1232,-179,0.29,13,sell,2026-07-22
7/22,1301,華南永昌,9300,181,74,107,0.17,14,buy,2026-07-22
7/22,1301,台新,0039004200300030,196,361,-165,0.27,14,sell,2026-07-22
7/22,1301,華南永昌-古亭,9309,110,12,98,0.16,15,buy,2026-07-22
7/22,1301,宏遠證券,1260,20,174,-154,0.25,15,sell,2026-07-22
7/22,4938,美商高盛,1480,3407,38,3369,21.27,1,buy,2026-07-22
7/22,4938,群益金鼎,9100,377,2546,-2169,13.7,1,sell,2026-07-22
7/22,4938,台灣摩根士丹利,1470,3694,352,3342,21.1,2,buy,2026-07-22
7/22,4938,港商野村,1560,126,2020,-1894,11.96,2,sell,2026-07-22
7/22,4938,摩根大通,8440,1868,202,1666,10.52,3,buy,2026-07-22
7/22,4938,凱基,9200,0,363,-363,2.29,3,sell,2026-07-22
7/22,4938,新加坡商瑞銀,1650,1560,86,1474,9.31,4,buy,2026-07-22
7/22,4938,永豐金證券,0039004100300030,67,286,-219,1.38,4,sell,2026-07-22
7/22,4938,元大證券,9800,953,571,382,2.41,5,buy,2026-07-22
7/22,4938,元大-松山,0039003800310070,0,171,-171,1.08,5,sell,2026-07-22
7/22,4938,美林,1440,348,6,342,2.16,6,buy,2026-07-22
7/22,4938,群益金鼎-東大,9135,2,137,-135,0.85,6,sell,2026-07-22
7/22,4938,花旗環球,1590,426,106,320,2.02,7,buy,2026-07-22
7/22,4938,兆豐-岡山,0037003000300073,1,131,-130,0.82,7,sell,2026-07-22
7/22,4938,宏遠證券,1260,206,6,200,1.26,8,buy,2026-07-22
7/22,4938,土銀,1030,2,127,-125,0.79,8,sell,2026-07-22
7/22,4938,凱基-台北,9268,546,414,132,0.83,9,buy,2026-07-22
7/22,4938,國泰-敦南,8888,58,170,-112,0.71,9,sell,2026-07-22
7/22,4938,港商麥格理,1360,74,0,74,0.47,10,buy,2026-07-22
7/22,4938,台中銀,6110,1,111,-110,0.69,10,sell,2026-07-22
7/22,4938,宏遠-桃園,1262,51,1,50,0.32,11,buy,2026-07-22
7/22,4938,富邦-板橋,9655,3,110,-107,0.68,11,sell,2026-07-22
7/22,4938,國票證券,7790,49,8,41,0.26,12,buy,2026-07-22
7/22,4938,永豐金-內湖,0039004100390067,10,116,-106,0.67,12,sell,2026-07-22
7/22,4938,法銀巴黎,8900,61,24,37,0.23,13,buy,2026-07-22
7/22,4938,永豐金-桃園,0039004100390078,1,107,-106,0.67,13,sell,2026-07-22
7/22,4938,國票-長城,0037003700390075,35,3,32,0.2,14,buy,2026-07-22
7/22,4938,新光,8560,27,125,-98,0.62,14,sell,2026-07-22
7/22,4938,元大-蘆洲中正,0039003800390049,49,17,32,0.2,15,buy,2026-07-22
7/22,4938,永豐金-永康,0039004100390063,9,102,-93,0.59,15,sell,2026-07-22
7/22,2324,美商高盛,1480,7611,1169,6442,13.76,1,buy,2026-07-22
7/22,2324,永豐金-匯立,0039004100380031,53,2793,-2740,5.85,1,sell,2026-07-22
7/22,2324,凱基-台北,9268,3090,982,2108,4.5,2,buy,2026-07-22
7/22,2324,富邦證券,9600,1146,2563,-1417,3.03,2,sell,2026-07-22
7/22,2324,摩根大通,8440,3039,1322,1717,3.67,3,buy,2026-07-22
7/22,2324,國泰證券,8880,73,1003,-930,1.99,3,sell,2026-07-22
7/22,2324,台灣摩根士丹利,1470,2691,1178,1513,3.23,4,buy,2026-07-22
7/22,2324,港商野村,1560,330,1256,-926,1.98,4,sell,2026-07-22
7/22,2324,元大證券,9800,3516,2423,1093,2.34,5,buy,2026-07-22
7/22,2324,國票-敦北法人,0037003700390063,12,754,-742,1.59,5,sell,2026-07-22
7/22,2324,華南永昌,9300,564,18,546,1.17,6,buy,2026-07-22
7/22,2324,中國信託,6160,109,843,-734,1.57,6,sell,2026-07-22
7/22,2324,台新-安南,003900420032005a,604,109,495,1.06,7,buy,2026-07-22
7/22,2324,永豐金-羅東,0039004100390041,3,504,-501,1.07,7,sell,2026-07-22
7/22,2324,玉山-大里,003800380034004a,357,53,304,0.65,8,buy,2026-07-22
7/22,2324,新光,8560,635,1024,-389,0.83,8,sell,2026-07-22
7/22,2324,華南永昌-大甲,9315,266,1,265,0.57,9,buy,2026-07-22
7/22,2324,富邦-台北,9623,156,445,-289,0.62,9,sell,2026-07-22
7/22,2324,永豐金-敦南,0039004100380046,349,100,249,0.53,10,buy,2026-07-22
7/22,2324,花旗環球,1590,178,445,-267,0.57,10,sell,2026-07-22
7/22,2324,永豐金證券,0039004100300030,457,300,157,0.34,11,buy,2026-07-22
7/22,2324,宏遠證券,1260,2,259,-257,0.55,11,sell,2026-07-22
7/22,2324,玉山-新竹,0038003800340048,164,19,145,0.31,12,buy,2026-07-22
7/22,2324,富邦-苗栗,9657,5,256,-251,0.54,12,sell,2026-07-22
7/22,2324,統一-南京,0035003800350055,137,3,134,0.29,13,buy,2026-07-22
7/22,2324,台灣企銀-嘉義,1114,0,232,-232,0.5,13,sell,2026-07-22
7/22,2324,(牛牛牛)亞-鑫豐,0036003000310064,652,523,129,0.28,14,buy,2026-07-22
7/22,2324,凱基-新莊,0039003200310053,33,251,-218,0.47,14,sell,2026-07-22
7/22,2324,統一-基隆,0035003800350041,143,31,112,0.24,15,buy,2026-07-22
7/22,2324,凱基-彰化,0039003200300047,7,216,-209,0.45,15,sell,2026-07-22
7/22,2834,美商高盛,1480,7900,2854,5046,14.14,1,buy,2026-07-22
7/22,2834,凱基-台北,9268,1395,3572,-2177,6.1,1,sell,2026-07-22
7/22,2834,國票-長城,0037003700390075,4500,1,4499,12.6,2,buy,2026-07-22
7/22,2834,華南永昌-敦南,9347,0,2000,-2000,5.6,2,sell,2026-07-22
7/22,2834,台灣摩根士丹利,1470,4077,1959,2118,5.93,3,buy,2026-07-22
7/22,2834,摩根大通,8440,1114,2820,-1706,4.78,3,sell,2026-07-22
7/22,2834,國泰證券,8880,2111,32,2079,5.82,4,buy,2026-07-22
7/22,2834,花旗環球,1590,39,1313,-1274,3.57,4,sell,2026-07-22
7/22,2834,新加坡商瑞銀,1650,1667,439,1228,3.44,5,buy,2026-07-22
7/22,2834,富邦-建國,9658,6,1004,-998,2.8,5,sell,2026-07-22
7/22,2834,群益金鼎-新竹,9186,500,10,490,1.37,6,buy,2026-07-22
7/22,2834,元大證券,9800,955,1601,-646,1.81,6,sell,2026-07-22
7/22,2834,永豐金證券,0039004100300030,494,93,401,1.12,7,buy,2026-07-22
7/22,2834,國票-北高雄,003700370039004a,0,628,-628,1.76,7,sell,2026-07-22
7/22,2834,第一金-新竹,0035003300380042,401,7,394,1.1,8,buy,2026-07-22
7/22,2834,凱基-市政,9239,0,512,-512,1.43,8,sell,2026-07-22
7/22,2834,群益金鼎-台中,9184,305,0,305,0.85,9,buy,2026-07-22
7/22,2834,富邦-仁愛,9676,12,515,-503,1.41,9,sell,2026-07-22
7/22,2834,福邦-新竹,6489,297,0,297,0.83,10,buy,2026-07-22
7/22,2834,元大-嘉義,0039003800390067,22,522,-500,1.4,10,sell,2026-07-22
7/22,2834,國泰-館前,0038003800380041,422,142,280,0.78,11,buy,2026-07-22
7/22,2834,國票-中港,003700370039006d,0,500,-500,1.4,11,sell,2026-07-22
7/22,2834,華南永昌-桃園,9352,215,3,212,0.59,12,buy,2026-07-22
7/22,2834,華南永昌-苗栗,9362,1,406,-405,1.13,12,sell,2026-07-22
7/22,2834,土銀-嘉義,1034,200,0,200,0.56,13,buy,2026-07-22
7/22,2834,富邦-虎尾,9697,3,401,-398,1.11,13,sell,2026-07-22
7/22,2834,華南永昌-楠梓,9332,200,1,199,0.56,14,buy,2026-07-22
7/22,2834,群益金鼎-宜蘭,003900310038007a,10,406,-396,1.11,14,sell,2026-07-22
7/22,2834,凱基-台東,003900320030005a,200,10,190,0.53,15,buy,2026-07-22
7/22,2834,凱基-桃園,9208,2,313,-311,0.87,15,sell,2026-07-22
7/22,1303,美商高盛,1480,8522,6073,2449,2.14,1,buy,2026-07-22
7/22,1303,台灣摩根士丹利,1470,3611,6980,-3369,2.95,1,sell,2026-07-22
7/22,1303,永豐金-匯立,0039004100380031,2090,0,2090,1.83,2,buy,2026-07-22
7/22,1303,元大證券,9800,8663,11367,-2704,2.36,2,sell,2026-07-22
7/22,1303,統一-城中,5854,2397,1178,1219,1.07,3,buy,2026-07-22
7/22,1303,摩根大通,8440,1445,2781,-1336,1.17,3,sell,2026-07-22
7/22,1303,香港上海匯豐,8960,1216,0,1216,1.06,4,buy,2026-07-22
7/22,1303,國泰-忠孝,8887,88,728,-640,0.56,4,sell,2026-07-22
7/22,1303,富邦證券,9600,1852,762,1090,0.95,5,buy,2026-07-22
7/22,1303,兆豐-忠孝,0037003000300061,72,674,-602,0.53,5,sell,2026-07-22
7/22,1303,永豐金證券,0039004100300030,2187,1108,1079,0.94,6,buy,2026-07-22
7/22,1303,華南永昌,9300,494,983,-489,0.43,6,sell,2026-07-22
7/22,1303,中國信託,6160,1444,416,1028,0.9,7,buy,2026-07-22
7/22,1303,凱基-台北,9268,7555,7922,-367,0.32,7,sell,2026-07-22
7/22,1303,永豐金-敦南,0039004100380046,756,141,615,0.54,8,buy,2026-07-22
7/22,1303,美林,1440,1723,2036,-313,0.27,8,sell,2026-07-22
7/22,1303,富邦-台北,9623,755,252,503,0.44,9,buy,2026-07-22
7/22,1303,國泰證券,8880,620,920,-300,0.26,9,sell,2026-07-22
7/22,1303,合庫證券,1020,404,75,329,0.29,10,buy,2026-07-22
7/22,1303,台新,0039004200300030,851,1126,-275,0.24,10,sell,2026-07-22
7/22,1303,元大-民生三民,0039003800390058,1079,794,285,0.25,11,buy,2026-07-22
7/22,1303,統一,5850,545,773,-228,0.2,11,sell,2026-07-22
7/22,1303,永豐金-忠孝,0039004100390044,356,81,275,0.24,12,buy,2026-07-22
7/22,1303,康和-仁愛,0038003400350046,37,262,-225,0.2,12,sell,2026-07-22
7/22,1303,台新-城東,0039004200320072,322,53,269,0.24,13,buy,2026-07-22
7/22,1303,永豐金-信義,0039004100390052,92,288,-196,0.17,13,sell,2026-07-22
7/22,1303,富邦-永和,9654,595,341,254,0.22,14,buy,2026-07-22
7/22,1303,元大-復北,9872,330,509,-179,0.16,14,sell,2026-07-22
7/22,1303,兆豐-鹿港,0037003000300066,325,80,245,0.21,15,buy,2026-07-22
7/22,1303,富邦-敦南,9663,78,248,-170,0.15,15,sell,2026-07-22
7/22,2801,國泰證券,8880,9617,24,9593,24.89,1,buy,2026-07-22
